ID,ParkID,ParkName,AmenityType,CourtCount,DescriptionHTML,DescriptionText,FieldCount,FieldSurface,AgeGroup,HasSwingset,CreatedDate,UpdatedDate
5B73482714C903933A0FE1E58622F55E,145,Municipal Park,Bocce,,"<p>Available by reservation or on a first-come, first-serve basis.<br> <br> <a href=""http://www.bocce.com/rules-2/usbf-open-bocce-rules/"" target=""_blank"">Bocce Court Rules</a></p>","Available by reservation or on a first-come, first-serve basis.Bocce Court Rules",,,,False,8/15/2012 8:06:28 AM,5/28/2015 12:58:45 PM
0322B85969423BDB19261848464D6E21,102,Ann Morrison Park,Bocce,,"<p>Available by reservation or on a first-come, first-serve basis.<br> <br> <a href=""http://www.bocce.com/rules-2/usbf-open-bocce-rules/"" target=""_blank"">Bocce Court Rules</a></p>","Available by reservation or on a first-come, first-serve basis.Bocce Court Rules",,,,False,8/13/2012 11:06:57 AM,10/12/2012 3:11:30 PM
50B504CA6FA1775042FF8F177F7ADFCC,283,Davis Apartments After School Center,Community Center,,,,,,,False,8/15/2012 8:08:34 AM,10/12/2012 3:11:52 PM
2A8CEAEF4B43042278513916B193A43B,927,Northwest Pointe Apartments After School Center,Community Center,,,,,,,False,8/15/2012 8:08:36 AM,10/12/2012 3:12:16 PM
547DB4D0B0E5218E9E345AEACA590DDC,288,Whitney Community Center,Community Center,,,,,,,False,8/15/2012 8:09:20 AM,10/12/2012 3:12:34 PM
2BB1A42263A02A49FEAD0CADB63CF616,285,Grace Jordan Community Center,Community Center,,,,,,,False,8/15/2012 8:09:13 AM,10/12/2012 3:11:59 PM
114BDA1457671FE534535D793C5993F4,286,Morley Nelson Community Center,Community Center,,,,,,,False,8/15/2012 8:09:14 AM,10/12/2012 3:12:12 PM
8521B3E39E9D91292BB4FB8DA14426CB,287,Pioneer Neighborhood Community Center,Community Center,,,,,,,False,8/15/2012 8:08:37 AM,10/12/2012 3:12:23 PM
825B0EEDC5482ADE6031FE11BB92C532,284,Fort Boise Community Center,Community Center,,,,,,,False,8/15/2012 8:08:29 AM,10/12/2012 3:11:57 PM
4F2FAB1BB5546A0EF8E88EE386DAB731,168,Warm Springs Park,Birding,,"<p>This location provides opportunities to see birds and other wildlife. </p><p><img width=""100"" height=""98"" src=""//parks.cityofboise.org/media/931651/download_100x98.jpg"" alt=""idaho birding trail"">The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.</p><p>If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see <a href=""http://fishandgame.idaho.gov/ifwis/ibt/"" target=""_blank"">http://fishandgame.idaho.gov/ifwis/ibt/</a></p>","This location provides opportunities to see birds and other wildlife. The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see http://fishandgame.idaho.gov/ifwis/ibt/",,,,False,8/15/2012 8:09:21 AM,10/12/2012 3:12:34 PM
EDF45F41C9B7606DC208FFDDD6615EED,131,Hyatt Hidden Lakes Reserve,Birding,,"<p>This location provides opportunities to see birds and other wildlife. </p><p><img width=""100"" height=""98"" src=""//parks.cityofboise.org/media/931651/download_100x98.jpg"" alt=""idaho birding trail"">The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.</p><p>If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see <a href=""http://fishandgame.idaho.gov/ifwis/ibt/"" target=""_blank"">http://fishandgame.idaho.gov/ifwis/ibt/</a></p>","This location provides opportunities to see birds and other wildlife. The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see http://fishandgame.idaho.gov/ifwis/ibt/",,,,False,8/15/2012 8:10:06 AM,10/12/2012 3:12:03 PM
78F685DE4E0F35D34D77BF9343029313,136,Kathryn Albertson Park,Birding,,"<p>This location provides opportunities to see birds and other wildlife. </p><p><img width=""100"" height=""98"" src=""//parks.cityofboise.org/media/931651/download_100x98.jpg"" alt=""idaho birding trail"">The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.</p><p>If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see <a href=""http://fishandgame.idaho.gov/ifwis/ibt/"" target=""_blank"">http://fishandgame.idaho.gov/ifwis/ibt/</a></p>","This location provides opportunities to see birds and other wildlife. The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see http://fishandgame.idaho.gov/ifwis/ibt/",,,,False,8/15/2012 8:06:01 AM,10/12/2012 3:12:07 PM
1BD69B1503B79F0439BB61B545AA4108,102,Ann Morrison Park,Birding,,"<p>This location provides opportunities to see birds and other wildlife. </p><p><img width=""100"" height=""98"" src=""//parks.cityofboise.org/media/931651/download_100x98.jpg"" alt=""idaho birding trail"">The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.</p><p>If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see <a href=""http://fishandgame.idaho.gov/ifwis/ibt/"" target=""_blank"">http://fishandgame.idaho.gov/ifwis/ibt/</a></p>","This location provides opportunities to see birds and other wildlife. The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see http://fishandgame.idaho.gov/ifwis/ibt/",,,,False,7/17/2012 10:14:57 AM,10/12/2012 3:11:30 PM
7C4F474D7A76A875CF5962AC61629476,134,Julia Davis Park,Birding,,"<p>This location provides opportunities to see birds and other wildlife. </p><p><img width=""100"" height=""98"" src=""//parks.cityofboise.org/media/931651/download_100x98.jpg"" alt=""idaho birding trail"">The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.</p><p>If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see <a href=""http://fishandgame.idaho.gov/ifwis/ibt/"" target=""_blank"">http://fishandgame.idaho.gov/ifwis/ibt/</a></p>","This location provides opportunities to see birds and other wildlife. The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see http://fishandgame.idaho.gov/ifwis/ibt/",,,,False,8/15/2012 8:05:55 AM,10/12/2012 3:12:05 PM
51FEBD71F5FC99D0DDC6009E1411E945,214,Marianne Williams Park,Birding,,"<p>This location provides opportunities to see birds and other wildlife. </p><p><img width=""100"" height=""98"" src=""//parks.cityofboise.org/media/931651/download_100x98.jpg"" alt=""idaho birding trail"">The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.</p><p>If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see <a href=""http://fishandgame.idaho.gov/ifwis/ibt/"" target=""_blank"">http://fishandgame.idaho.gov/ifwis/ibt/</a></p>","This location provides opportunities to see birds and other wildlife. The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see http://fishandgame.idaho.gov/ifwis/ibt/",,,,False,8/15/2012 8:06:23 AM,10/12/2012 3:12:10 PM
8F90A5B607EB3C1FFC62FDF7E702B126,145,Municipal Park,Birding,,"<p>This location provides opportunities to see birds and other wildlife. </p><p><img width=""100"" height=""98"" src=""//parks.cityofboise.org/media/931651/download_100x98.jpg"" alt=""idaho birding trail"">The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.</p><p>If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see <a href=""http://fishandgame.idaho.gov/ifwis/ibt/"" target=""_blank"">http://fishandgame.idaho.gov/ifwis/ibt/</a></p>","This location provides opportunities to see birds and other wildlife. The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see http://fishandgame.idaho.gov/ifwis/ibt/",,,,False,8/15/2012 8:06:28 AM,10/12/2012 3:12:14 PM
78547EA7EA783689A0B439A57457177C,150,Parkcenter Park,Birding,,"<p>This location provides opportunities to see birds and other wildlife. </p><p><img width=""100"" height=""98"" src=""//parks.cityofboise.org/media/931651/download_100x98.jpg"" alt=""idaho birding trail"">The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.</p><p>If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see <a href=""http://fishandgame.idaho.gov/ifwis/ibt/"" target=""_blank"">http://fishandgame.idaho.gov/ifwis/ibt/</a></p>","This location provides opportunities to see birds and other wildlife. The Idaho Birding Trail (IBT) is a network of sites and side-trips that provides the best viewing opportunities to see birds in Idaho. With 175 sites and about 2,000 miles of trail separated into four distinct regions the IBT represents a collection of bird watching hotspots, diverse habitats, and a glimpse of Idaho's rich natural heritage. In recognition of the educational and recreational opportunities it offers to the public, the House of Representatives passed a resolution in 2006 declaring the IBT as the official state birding trail of Idaho.If you are interested in learning more about birding in Idaho and the Idaho Birding Trail, see http://fishandgame.idaho.gov/ifwis/ibt/",,,,False,8/15/2012 8:06:38 AM,10/12/2012 3:12:20 PM
00E734D53A0D97A363B3829110DFE57B,134,Julia Davis Park,Bocce,,"<p>Available by reservation or on a first-come, first-serve basis.<br> <br> <a href=""http://www.bocce.com/rules-2/usbf-open-bocce-rules/"" target=""_blank"">Bocce Court Rules</a></p>","Available by reservation or on a first-come, first-serve basis.Bocce Court Rules",,,,False,8/15/2012 8:05:56 AM,5/28/2015 12:58:55 PM
6B253537D76710361F431FAD0F26D4E6,125,Fort Boise Park,Community Garden,,"<p><span><img width=""250"" height=""250"" src=""//parks.cityofboise.org/media/1060812/IMG_0450_250x250.jpg"" alt=""fbcc garden"">Fort Boise accessible community garden was designed for seniors and people with disabilities. There is a concrete path that leads to each table or planter box.  The tables and garden boxes were built with help from some Bishop Kelly High school students as a senior community service project. This new garden space is programmed for seniors, camps and therapeutic recreational opportunities. Garden operations will be managed through Fort Boise Community Center which is part of Boise Parks &amp; Recreation.</span></p>","Fort Boise accessible community garden was designed for seniors and people with disabilities. There is a concrete path that leads to each table or planter box.  The tables and garden boxes were built with help from some Bishop Kelly High school students as a senior community service project. This new garden space is programmed for seniors, camps and therapeutic recreational opportunities. Garden operations will be managed through Fort Boise Community Center which is part of Boise Parks & Recreation.",,,,False,3/25/2015 3:10:19 PM,1/5/2016 2:02:48 PM
7EE0D98FCF829A2316445B5F7181314B,166,Veterans Memorial Park,Fishing,,"<p>Wondering about where to fish in Boise ponds? The IdahoDepartment of Fish &amp; Game stocks several ponds in city parksmaintained by the Boise Parks &amp; Recreation. For the stockingschedule, see <a href=""http://fishandgame.idaho.gov/public/fish/?getPage=230"" target=""_blank"">Idaho Fish &amp; Game Stocking Information</a>.</p>","Wondering about where to fish in Boise ponds? The IdahoDepartment of Fish & Game stocks several ponds in city parksmaintained by the Boise Parks & Recreation. For the stockingschedule, see Idaho Fish & Game Stocking Information.",,,,False,8/15/2012 8:07:33 AM,10/12/2012 3:12:33 PM
D036289D5F7B039B68C218E73568522E,102,Ann Morrison Park,Cricket,,"<p>The field will be used on Sundays, mid-April to mid-September, is located in the south/west corner of the AM soccer fields. Their concrete 'pitch' was installed between soccer fields 1 &amp; 2.</p><p>Contacts: Greg Moran, 208-861-0321 &amp; Pratap Murali, 208-841-1448 (President of the Club)</p><p>For more information, visit their group <a href=""https://sites.google.com/a/cricketboise.com/boisecricket/"" target=""_blank"">website</a>. </p>","The field will be used on Sundays, mid-April to mid-September, is located in the south/west corner of the AM soccer fields. Their concrete 'pitch' was installed between soccer fields 1 & 2.Contacts: Greg Moran, 208-861-0321 & Pratap Murali, 208-841-1448 (President of the Club)For more information, visit their group website. ",,,,False,8/13/2012 11:09:48 AM,10/11/2013 3:41:17 PM
44C1F7B06AFBBF21B4068CEB5227B8C5,0,Optimist Youth Sports Complex,Fishing,,"<p><span><img width=""300"" height=""200"" src=""//parks.cityofboise.org/media/923612/OYSCPond070430-007_300x200.jpg"" alt=""Oyscpond070430 007"">Wondering about where to fish in Boise ponds? The Idaho Department of Fish &amp; Game stocks several ponds in city parks maintained by the Boise Parks &amp; Recreation. For the stocking schedule, see </span><a href=""http://fishandgame.idaho.gov/public/fish/?getPage=230"" target=""_blank"">Idaho Fish &amp; Game Stocking Information</a><span>.</span></p>","Wondering about where to fish in Boise ponds? The Idaho Department of Fish & Game stocks several ponds in city parks maintained by the Boise Parks & Recreation. For the stocking schedule, see Idaho Fish & Game Stocking Information.",,,,False,8/15/2012 8:06:34 AM,3/6/2014 9:53:32 AM
C865F6F1F278EF20B6FE36CA0EC8F0B4,107,Borah Park,Community Garden,,"<p><strong>Garden Name</strong>:  Borah Community Garden<br> <strong>Garden Location</strong>: 6643 W. Cassia St (in the west side of Borah Park, that is located at the corner of Cassia and Aurora Drive, that in turn is located on the west side of Borah High School.<br> <strong>Contact Person</strong>: <a href=""mailto:borahgarden@gmail.com"">borahgarden@gmail.com</a><br> <strong>Mailing Address</strong>: Borah Neighborhood Association<br> <strong>Type</strong>: Community Garden, operated by the Neighborhood Association<br> <strong>Fees</strong>: Determined by the Borah Neighborhood Association<br> <strong>Hours Required?</strong>: Determined by the Borah Neighborhood Association</p><p><strong>Additional Information:</strong></p><p>This garden was started with a Mayor's Neighborhood Reinvestment Grant of $30,611. The Department of Parks &amp; Recreation provided design and technical assistance at no cost to the Borah Neighborhood Association. The garden gets its water and electricity from the adjacent Borah park site and Boise Parks &amp; Recreation staff inspects the garden once a week for unsafe conditions, weeds, and vandalism. The Department must approve all signs and changes to any structures in the garden (sheds, shade structures, etc.) before they are installed. The Borah Neighborhood Association is responsible for all maintenance, weed control, operation of the irrigation system, administration of the plots, debris removal, safety, etc.</p>","Garden Name:  Borah Community GardenGarden Location: 6643 W. Cassia St (in the west side of Borah Park, that is located at the corner of Cassia and Aurora Drive, that in turn is located on the west side of Borah High School.Contact Person: borahgarden@gmail.comMailing Address: Borah Neighborhood AssociationType: Community Garden, operated by the Neighborhood AssociationFees: Determined by the Borah Neighborhood AssociationHours Required?: Determined by the Borah Neighborhood AssociationAdditional Information:This garden was started with a Mayor's Neighborhood Reinvestment Grant of $30,611. The Department of Parks & Recreation provided design and technical assistance at no cost to the Borah Neighborhood Association. The garden gets its water and electricity from the adjacent Borah park site and Boise Parks & Recreation staff inspects the garden once a week for unsafe conditions, weeds, and vandalism. The Department must approve all signs and changes to any structures in the garden (sheds, shade structures, etc.) before they are installed. The Borah Neighborhood Association is responsible for all maintenance, weed control, operation of the irrigation system, administration of the plots, debris removal, safety, etc.",,,,False,8/15/2012 8:02:07 AM,12/17/2015 2:36:17 PM
74848AA8AA096FA7BCEC85A19C6FFC25,150,Parkcenter Park,Fishing,,"<p><span>Wondering about where to fish in Boise ponds? The Idaho Department of Fish &amp; Game stocks several ponds in city parks maintained by the Boise Parks &amp; Recreation. For the stocking schedule, see </span><a href=""http://fishandgame.idaho.gov/public/fish/?getPage=230"" target=""_blank"">Idaho Fish &amp; Game Stocking Information</a><span>.</span></p><p> </p>","Wondering about where to fish in Boise ponds? The Idaho Department of Fish & Game stocks several ponds in city parks maintained by the Boise Parks & Recreation. For the stocking schedule, see Idaho Fish & Game Stocking Information.",,,,False,8/15/2012 8:06:39 AM,10/22/2015 11:08:02 AM
